Date,28 Days,91 Days,182 Days,364 Days,Weighted Average Interbank Rate (Daily),7 Days (Regular),7 Days (Regular),15 Days,30 Days,60 Days,90 Days,Weighted Average Deposit Auction Rate (14 Days),Weighted Average Repo Rate (14 Days)
"09 Feb, 2011",,,,,9.7500,,,,,,,,
"10 Feb, 2011",,,,,9.7779,10.4054,,,,,,,
"11 Feb, 2011",,,,,9.9918,,,,,,,,
"13 Feb, 2011",,,,,9.9770,,,,,,,,
"14 Feb, 2011",,,,,9.9866,,,,,,,,
"15 Feb, 2011",8.9795,7.4772,,,10.0672,,,,,,,,
"16 Feb, 2011",,,,,10.0921,,,,,,,,
"17 Feb, 2011",,,,,10.0212,9.8646,,,,,,,
"18 Feb, 2011",,,,,9.9101,,,,,,,,
"20 Feb, 2011",,,,,9.9806,,,,,,,,
"21 Feb, 2011",,,,,10.0840,,,,,,,,
"22 Feb, 2011",,7.9856,,,10.4857,,,,,,,,
"23 Feb, 2011",,,,,10.4367,,,,,,,,
"24 Feb, 2011",,,,,10.4933,,,,,,,,
"25 Feb, 2011",,,,,10.1826,9.8517,,,,,,,
"27 Feb, 2011",,,,,10.2083,,,,,,,,
"28 Feb, 2011",,,,,10.2125,,,,,,,,
"01 Mar, 2011",,8.2445,,,10.3607,,,,,,,,
"03 Mar, 2011",,,,,10.2589,,,,,,,,
"04 Mar, 2011",,,,,9.3500,,,,,,,,
"07 Mar, 2011",,,,,10.3671,,,,,,,,
"09 Mar, 2011",9.2140,8.3046,,,10.2554,,,,,,,,
"10 Mar, 2011",,,,,10.3483,10.0030,,,,,,,
"11 Mar, 2011",,,,,9.9518,,,,,,,,
"13 Mar, 2011",,,,,10.3688,,,,,,,,
"14 Mar, 2011",,,,,10.5714,,,,,,,,
"15 Mar, 2011",9.5904,8.6594,8.5841,8.8207,10.5984,,,,,,,,
"16 Mar, 2011",,,,,10.3158,,,,,,,,
"17 Mar, 2011",,,,,9.3500,9.7100,,,,,,,
"18 Mar, 2011",,,,,5.4828,,,,,,,,
"20 Mar, 2011",,,,,9.5349,,,,,,,,
"21 Mar, 2011",,,,,9.5200,,,,,,,,
"22 Mar, 2011",,8.9445,8.8882,8.5031,9.3214,,,,,,,,
"23 Mar, 2011",,,,,9.9945,9.7027,,,,,,,
"25 Mar, 2011",,,,,5.9384,,,,,,,,
"27 Mar, 2011",,,,,8.5,,,,,,,,
"28 Mar, 2011",,,,,8.3,,,,,,,,
"29 Mar, 2011",,9.1134,8.7591,8.6683,8.4537,,,,,,,,
"30 Mar, 2011",,,,,8.4062,,,,,,,,
"31 Mar, 2011",,,,,8.5,,,,,,,,
"01 Apr, 2011",,,,,7.4789,,,,,,,,
"04 Apr, 2011",,,,,8.8484,,,,,,,,
"05 Apr, 2011",9.5977,9.4449,9.2320,8.9853,9.4153,,,,,,,,
"06 Apr, 2011",,,,,10.1409,,,,,,,,
"07 Apr, 2011",,,,,10.6021,9.9059,,,,,,,
"08 Apr, 2011",,,,,10.9422,,,,,,,,
"10 Apr, 2011",,,,,11.2816,,,,,,,,
"11 Apr, 2011",,,,,11.4784,10.0021,,,,,,,
"13 Apr, 2011",9.7793,9.6238,,9.4505,12.1043,,,,,,,,
"15 Apr, 2011",,,,,12.2145,,,,,,,,
"17 Apr, 2011",,,,,12.3151,,,,,,,,
"18 Apr, 2011",,,,,12.4086,,,,,,,,
"19 Apr, 2011",,9.4025,,,11.9994,,,,,,,,
"20 Apr, 2011",,,,,11.5481,10.1076,,,,,,,
"21 Apr, 2011",,,,,11.3471,,,,,,,,
"22 Apr, 2011",,,,,9.4113,,,,,,,,
"25 Apr, 2011",,,,,9.9982,,,,,,,,
"26 Apr, 2011",,9.1139,,,9.8695,,,,,,,,
"27 Apr, 2011",,,,,8.8933,,,,,,,,
"28 Apr, 2011",,,,,8.2908,,,,,,,,
"29 Apr, 2011",,,,,6.3729,,,,,,,,
"02 May, 2011",,,,,10.2104,,,,,,,,
"03 May, 2011",8.3651,8.6398,,,10.3821,,,,,,,,
"04 May, 2011",,,,,10.1900,,,,,,,,
"05 May, 2011",,,,,10.4195,10.0456,,,,,,,
"08 May, 2011",,,,,9.6623,,,,,,,,
"09 May, 2011",,,,,9.4196,9.7829,,,,,,,
"10 May, 2011",8.8762,8.9244,,,10.1452,,,,,,,,
"11 May, 2011",,,,,10.4489,9.6842,,,,,,,
"12 May, 2011",,,,,10.7172,,,,,,,,
"13 May, 2011",,,,,10.5227,,,,,,,,
"15 May, 2011",,,,,10.7151,,,,,,,,
"16 May, 2011",,,,,10.7949,,,,,,,,
"18 May, 2011",,8.4473,,8.3167,10.7092,,,,,,,,
"19 May, 2011",,,,,10.6794,,,,,,,,
"20 May, 2011",,,,,10.0850,,,,,,,,
"22 May, 2011",,,,,10.7669,,,,,,,,
"23 May, 2011",,,,,10.8077,,,,,,,,
"24 May, 2011",,8.2440,,,10.4340,,,,,,,,
"25 May, 2011",,,,,10.3286,,,,,,,,
"26 May, 2011",,,,,9.4094,,,,,,,,
"27 May, 2011",,,,,8.3155,,,,,,,,
"30 May, 2011",,,,,10.0596,,,,,,,,
"31 May, 2011",8.0142,8.1848,,,10.5174,,,,,,,,
"01 Jun, 2011",,,,,10.4851,,,,,,,,
"02 Jun, 2011",,,,,9.6330,,,,,,,,
"03 Jun, 2011",,,,,8.6634,,,,,,,,
"05 Jun, 2011",,,,,10.3483,,,,,,,,
"06 Jun, 2011",,,,,10.469,,,,,,,,
"07 Jun, 2011",8.3977,8.3005,9.2054,,10.5539,,,,,,,,
"08 Jun, 2011",,,,,10.7028,9.7030,,,,,,,
"09 Jun, 2011",,,,,10.2883,,,,,,,,
"10 Jun, 2011",,,,,8.7588,,,,,,,,
"12 Jun, 2011",,,,,10.5054,,,,,,,,
"13 Jun, 2011",,,,,10.3481,9.5873,,,,,,,
"14 Jun, 2011",,8.4764,8.2522,8.7316,9.6423,,,,,,,,
"15 Jun, 2011",,,,,10.5054,,,,,,,,
"16 Jun, 2011",,,,,10.4299,9.5558,,,,,,,
"17 Jun, 2011",,,,,8.3571,,,,,,,,
"19 Jun, 2011",,,,,9.1825,,,,,,,,
"20 Jun, 2011",,,,,10.0711,9.6008,,,,,,,
"21 Jun, 2011",,8.3699,8.4860,8.6138,8.4054,,,,,,,,
"23 Jun, 2011",,,,,6.8232,9.6682,,,,,,,
"24 Jun, 2011",,,,,5.6933,,,,,,,,
"26 Jun, 2011",,,,,7.4745,,,,,,,,
"27 Jun, 2011",,,,,6.2059,9.5005,,,,,,,
"29 Jun, 2011",7.2835,8.4375,8.5248,8.2804,6.4345,,,,,,,,
"30 Jun, 2011",,,,,5.4830,9.6226,,,,,,,
"01 Jul, 2011",,,,,4.8911,,,,,,,,
"03 Jul, 2011",,,,,7.1442,,,,,,,,
"04 Jul, 2011",,,,,6.5459,9.5069,,,,,,,
"05 Jul, 2011",8.4257,8.6648,8..717,8.7030,8.9804,,,,,,,,
"06 Jul, 2011",,,,,8.6429,,,,,,,,
"07 Jul, 2011",,,,,8.5182,9.6929,,,,,,,
"08 Jul, 2011",,,,,6.3533,,,,,,,,
"10 Jul, 2011",,,,,9.0616,,,,,,,,
"11 Jul, 2011",,,,,9.6358,9.7022,,,,,,,
"12 Jul, 2011",,8.7207,8.6956,8.6408,9.9973,,,,,,,,
"13 Jul, 2011",,,,,9.4637,,,,,,,,
"14 Jul, 2011",,,,,8.0004,9.6104,,,,,,,
"15 Jul, 2011",,,,,6.8112,,,,,,,,
"17 Jul, 2011",,,,,6.7772,,,,,,,,
"18 Jul, 2011",,,,,5.4934,9.51,,,,,,,
"19 Jul, 2011",,6.6531,,,4.2066,,,,,,,,
"20 Jul, 2011",,,,,3.4190,,,,,,,,
"21 Jul, 2011",,,,,2.8509,9.6196,,,,,,,
"22 Jul, 2011",,,,,2.7893,,,,,,,,
"24 Jul, 2011",,,,,6.7944,,,,,,,,
"25 Jul, 2011",,,,,3.8027,,,,,,,,
"26 Jul, 2011",4.2531,5.5586,,,2.9581,,,,,,,,
"27 Jul, 2011",,,,,2.2000,,,,,,,,
"28 Jul, 2011",,,,,1.3750,,,,,,,,
"29 Jul, 2011",,,,,1.0000,,,,,,,,
"31 Jul, 2011",,,,,2.9211,,,,,,,,
"01 Aug, 2011",,,,,1.4219,,,,,,,,
"02 Aug, 2011",2.5167,3.7399,,,1.0608,,,,,,,,
"03 Aug, 2011",,,,,0.9970,,,,,,,,
"04 Aug, 2011",,,,,1.0000,,,,,,,,
"05 Aug, 2011",,,,,1.1667,,,,,,,,
"07 Aug, 2011",,,,,2.1483,,,,,,,,
"08 Aug, 2011",,,,,1.4702,,,,,,,,
"09 Aug, 2011",,2.9805,,,1.0396,,,,,,,,
"10 Aug, 2011",,,,,1.2308,,,,,,,,
"11 Aug, 2011",,,,,1.5319,9.0029,,,,,,,
"12 Aug, 2011",,,,,2.6344,,,,,,,,
"15 Aug, 2011",,,,,2.5668,,,,,,,,
"16 Aug, 2011",,2.6014,,,1.6640,,,,,,,,
"17 Aug, 2011",,,,,1.0999,,,,,,,,
"18 Aug, 2011",,,,,1.0000,,,,,,,,
"19 Aug, 2011",,,,,2.03,,,,,,,,
"22 Aug, 2011",,,,,2.55,,,,,,,,
"23 Aug, 2011",1.0005,2.5274,,,1.20,,,,,,,,
"24 Aug, 2011",,,,,1.62,,,,,,,,
"25 Aug, 2011",,,,,1.06,,,,,,,,
"26 Aug, 2011",,,,,1.00,,,,,,,,
"28 Aug, 2011",,,,,1.99,,,,,,,,
"29 Aug, 2011",,,,,1.64,,,,,,,,
"30 Aug, 2011",0.9054,2.3487,,,1.0664,,,,,,,,
"01 Sep, 2011",,,,,1.0714,,,,,,,,
"02 Sep, 2011",,,,,1.0265,9.2528,,,,,,,
"04 Sep, 2011",,,,,2.5007,,,,,,,,
"05 Sep, 2011",,,,,1.3783,,,,,,,,
"06 Sep, 2011",,2.1511,,4.4564,1.0139,,,,,,,,
"07 Sep, 2011",,,,,1.0000,,,,,,,,
"08 Sep, 2011",,,,,1.0000,,,,,,,,
"09 Sep, 2011",,,,,3.2482,,,,,,,,
"12 Sep, 2011",,,,,1.4958,,,,,,,,
"13 Sep, 2011",,2.1671,4.0146,,1.0000,,,,,,,,
"14 Sep, 2011",,,,,1.0000,,,,,,,,
"15 Sep, 2011",,,,,1.0000,,,,,,,,
"16 Sep, 2011",,,,,2.4270,,,,,,,,
"18 Sep, 2011",,,,,2.4444,,,,,,,,
"19 Sep, 2011",,,,,1.319,,,,,,,,
"20 Sep, 2011",0.8595,2.0025,3.7219,4.5346,1.1429,,,,,,,,
"21 Sep, 2011",,,,,1.1099,,,,,,,,
"22 Sep, 2011",,,,,1.0000,,,,,,,,
"23 Sep, 2011",,,,,1.0000,,,,,,,,
"25 Sep, 2011",,,,,1.0633,,,,,,,,
"26 Sep, 2011",,,,,1.4545,,,,,,,,
"27 Sep, 2011",0.6373,1.7856,3.3998,4.2893,1.0000,,,,,,,,
"29 Sep, 2011",,,,,1.0000,,,,,,,,
"30 Sep, 2011",,,,,1.0511,,,,,,,,
"02 Oct, 2011",,,,,1.0000,,,,,,,,
"09 Oct, 2011",,1.7105,3.2124,4.6320,1.009,,,,,,,,
"10 Oct, 2011",,,,,1.0000,,,,,,,,
"12 Oct, 2011",,1.6359,,,1.0000,,,,,,,,
"13 Oct, 2011",,,,,1.0000,,,,,,,,
"14 Oct, 2011",,,,,0.8720,,,,,,,,
"16 Oct, 2011",,,,,0.9500,,,,,,,,
"17 Oct, 2011",,,,,1.0000,,,,,,,,
"18 Oct, 2011",0.4725,1.2586,,,3.5217,,,,,,,,
"19 Oct, 2011",,,,,0.8571,,,,,,,,
"20 Oct, 2011",,,,,0.9194,,,,,,,,
"21 Oct, 2011",,,,,0.9304,,,,,,,,
"23 Oct, 2011",,,,,1.0000,,,,,,,,
"24 Oct, 2011",,,,,1.0244,,,,,,,,
"25 Oct, 2011",0.3356,1.0624,,,0.9668,,,,,,,,
"30 Oct, 2011",,,,,1.0000,,,,,,,,
"31 Oct, 2011",,,,,1.0000,,,,,,,,
"02 Nov, 2011",,0.9715,,3.6287,0.9811,,,,,,,,
"03 Nov, 2011",,,,,1.0000,,,,,,,,
"04 Nov, 2011",,,,,1.0000,,,,,,,,
"06 Nov, 2011",,,,,1.0000,,,,,,,,
"08 Nov, 2011",,0.9142,,3.1456,1.0000,,,,,,,,
"09 Nov, 2011",,,,,1.0000,,,,,,,,
"10 Nov, 2011",,,,,1.0000,,,,,,,,
"11 Nov, 2011",,,,,1.0000,,,,,,,,
"13 Nov, 2011",,,,,1.0000,,,,,,,,
"14 Nov, 2011",,,,,1.0000,,,,,,,,
"15 Nov, 2011",0.2864,0.7859,,2.55,,,,,,,,,
"16 Nov, 2011",,,,,1.0000,,,,,,,,
"17 Nov, 2011",,,,,5.0000,,,,,,,,
"18 Nov, 2011",,,,,1.0000,,,,,,,,
"21 Nov, 2011",,,,,1.0000,,,,,,,,
"22 Nov, 2011",0.2278,0.8633,,2.7430,1.0000,,,,,,,,
"24 Nov, 2011",,,,,1.0000,,,,,,,,
"25 Nov, 2011",,,,,1.0000,,,,,,,,
"28 Nov, 2011",,,,,1.0000,,,,,,,,
"29 Nov, 2011",,0.8120,,,0.9921,,,,,,,,
"30 Nov, 2011",,,,,1.0000,,,,,,,,
"01 Dec, 2011",,,,,1.0000,,,,,,,,
"02 Dec, 2011",,,,,0.9656,,,,,,,,
"04 Dec, 2011",,,,,0.9389,,,,,,,,
"05 Dec, 2011",,,,,1.0000,,,,,,,,
"06 Dec, 2011",,0.7931,2.0652,2.02,0.9786,,,,,,,,
"08 Dec, 2011",,,,,1.0000,,,,,,,,
"09 Dec, 2011",,,,,0.9434,,,,,,,,
"11 Dec, 2011",,,,,1.0000,,,,,,,,
"12 Dec, 2011",,,,,1.0000,,,,,,,,
"13 Dec, 2011",0.2050,0.7381,2.3106,3.0075,0.9692,,,,,,,,
"14 Dec, 2011",,,,,1.0000,,,,,,,,
"15 Dec, 2011",,,,,1.0000,,,,,,,,
"16 Dec, 2011",,,,,1.0000,,,,,,,,
"18 Dec, 2011",,,,,0.8667,,,,,,,,
"20 Dec, 2011",0.1893,0.6914,2.4274,,,,,,,,,,
"23 Dec, 2011",,,,,1.0000,,,,,,,,
"26 Dec, 2011",,,,,0.7500,,,,,,,,
"27 Dec, 2011",,0.6704,2.3852,2.9977,0.8000,,,,,,,,
"28 Dec, 2011",,,,,0.7500,,,,,,,,
"01 Jan, 2012",,,,,0.8750,,,,,,,,
"02 Jan, 2012",,,,,0.9667,,,,,,,,
"03 Jan, 2012",,0.6756,2.2931,3.0421,0.7500,,,,,,,,
"04 Jan, 2012",,,,,0.7533,,,,,,,,
"08 Jan, 2012",,,,,0.7667,,,,,,,,
"10 Jan, 2012",0.1695,0.7604,2.2073,3.1235,0.8000,,,,,,,,
"11 Jan, 2012",,,,,1.0000,,,,,,,,
"12 Jan, 2012",,,,,0.9647,,,,,,,,
"13 Jan, 2012",,,,,0.8793,,,,,,,,
"16 Jan, 2012",,,,,0.9200,,,,,,,,
"17 Jan, 2012",0.1579,0.6943,,,1.0000,,,,,,,,
"18 Jan, 2012",,,,,0.8950,,,,,,,,
"19 Jan, 2012",,,,,0.6900,,,,,,,,
"20 Jan, 2012",,,,,0.6091,,,,,,,,
"22 Jan, 2012",,,,,0.8929,,,,,,,,
"23 Jan, 2012",,,,,0.8250,,,,,,,,
"25 Jan, 2012",,0.6830,,,0.7000,,,,,,,,
"26 Jan, 2012",,,,,0.6129,,,,,,,,
"27 Jan, 2012",,,,,0.7500,,,,,,,,
"29 Jan, 2012",,,,,0.6900,,,,,,,,
"31 Jan, 2012",,0.5811,,,0.6600,,,,,,,,
"01 Feb, 2012",,,,,0.6364,,,,,,,,
"02 Feb, 2012",,,,,0.7500,,,,,,,,
"03 Feb, 2012",,,,,0.7143,,,,,,,,
"05 Feb, 2012",,,,,0.6333,,,,,,,,
"06 Feb, 2012",,,,,0.6250,,,,,,,,
"07 Feb, 2012",0.1549,0.5502,,,0.6256,,,,,,,,
"08 Feb, 2012",,,,,0.7000,,,,,,,,
"09 Feb, 2012",,,,,0.7545,,,,,,,,
"10 Feb, 2012",,,,,0.6391,,,,,,,,
"12 Feb, 2012",,,,,0.6345,,,,,,,,
"13 Feb, 2012",,,,,0.6000,,,,,,,,
"14 Feb, 2012",0.1549,0.5353,,,0.6000,,,,,,,,
"15 Feb, 2012",,,,,0.5875,,,,,,,,
"17 Feb, 2012",,,,,0.6750,,,,,,,,
"21 Feb, 2012",,0.6985,2.0162,2.3688,0.6227,,,,,,,,
"23 Feb, 2012",,,,,0.5500,,,,,,,,
"24 Feb, 2012",,,,,0.7381,,,,,,,,
"26 Feb, 2012",,,,,0.6867,,,,,,,,
"27 Feb, 2012",,,,,0.6000,,,,,,,,
"28 Feb, 2012",,0.9991,,,0.6125,,,,,,,,
"29 Feb, 2012",,,,,0.6581,,,,,,,,
"01 Mar, 2012",,,,,0.6000,,,,,,,,
"02 Mar, 2012",,,,,0.6761,,,,,,,,
"04 Mar, 2012",,,,,0.6602,,,,,,,,
"05 Mar, 2012",,,,,0.6750,,,,,,,,
"06 Mar, 2012",0.1409,1.1742,,,0.7088,,,,,,,,
"09 Mar, 2012",,,,,0.6509,,,,,,,,
"11 Mar, 2012",,,,,0.6505,,,,,,,,
"12 Mar, 2012",,,,,1.3393,,,,,,,,
"13 Mar, 2012",0.2545,1.2517,1.9119,2.4618,0.6500,,,,,,,,
"14 Mar, 2012",,,,,1.0000,,,,,,,,
"15 Mar, 2012",,,,,0.6781,,,,,,,,
"16 Mar, 2012",,,,,0.5571,,,,,,,,
"18 Mar, 2012",,,,,0.6375,,,,,,,,
"19 Mar, 2012",,,,,0.7833,,,,,,,,
"20 Mar, 2012",,1.2151,1.8715,2.5878,0.6700,,,,,,,,
"21 Mar, 2012",,,,,0.7714,,,,,,,,
"23 Mar, 2012",,,,,0.7136,,,,,,,,
"25 Mar, 2012",,,,,0.6275,,,,,,,,
"26 Mar, 2012",,,,,0.7773,,,,,,,,
"27 Mar, 2012",,1.1063,1.7726,2.6815,0.6200,,,,,,,,
"28 Mar, 2012",,,,,0.6000,,,,,,,,
"29 Mar, 2012",,,,,0.7854,,,,,,,,
"30 Mar, 2012",,,,,0.8600,,,,,,,,
"01 Apr, 2012",,,,,0.6279,,,,,,,,
"02 Apr, 2012",,,,,0.7091,,,,,,,,
"03 Apr, 2012",0.2041,1.0033,1.5823,2.6837,0.7123,,,,,,,,
"04 Apr, 2012",,,,,0.6543,,,,,,,,
"05 Apr, 2012",,,,,0.6625,,,,,,,,
"06 Apr, 2012",,,,,0.6636,,,,,,,,
"08 Apr, 2012",,,,,0.7198,,,,,,,,
"09 Apr, 2012",,,,,0.7128,,,,,,,,
"10 Apr, 2012",0.1837,0.9475,,2.5130,0.7439,,,,,,,,
"11 Apr, 2012",,,,,0.6688,,,,,,,,
"12 Apr, 2012",,,,,0.6429,,,,,,,,
"15 Apr, 2012",,,,,0.7375,,,,,,,,
"16 Apr, 2012",,,,,0.8272,,,,,,,,
"17 Apr, 2012",,0.7880,,,0.7781,,,,,,,,
"18 Apr, 2012",,,,,0.7657,,,,,,,,
"19 Apr, 2012",,,,,0.7230,,,,,,,,
"20 Apr, 2012",,,,,0.7746,,,,,,,,
"22 Apr, 2012",,,,,0.8131,,,,,,,,
"24 Apr, 2012",,0.8708,1.5884,,0.8243,,,,,,,,
"25 Apr, 2012",,,,,0.8935,,,,,,,,
"26 Apr, 2012",,,,,0.7932,,,,,,,,
"27 Apr, 2012",,,,,0.8668,,,,,,,,
"29 Apr, 2012",,,,,0.8001,,,,,,,,
"30 Apr, 2012",,,,,0.7850,,,,,,,,
"02 May, 2012",0.1536,0.7960,,,0.8040,,,,,,,,
"03 May, 2012",,,,,0.7471,,,,,,,,
"04 May, 2012",,,,,0.8125,,,,,,,,
"07 May, 2012",,,,,0.7760,,,,,,,,
"08 May, 2012",0.1631,0.7961,,,0.7900,,,,,,,,
"09 May, 2012",,,,,0.7439,,,,,,,,
"10 May, 2012",,,,,0.7263,,,,,,,,
"11 May, 2012",,,,,0.7224,,,,,,,,
"13 May, 2012",,,,,0.7620,,,,,,,,
"14 May, 2012",,,,,0.7933,,,,,,,,
"15 May, 2012",,0.7624,,2.5089,0.7913,,,,,,,,
"16 May, 2012",,,,,0.6574,,,,,,,,
"17 May, 2012",,,,,0.6985,,,,,,,,
"18 May, 2012",,,,,0.5213,,,,,,,,
"20 May, 2012",,,,,0.7525,,,,,,,,
"21 May, 2012",,,,,0.6870,,,,,,,,
"22 May, 2012",,1.1711,1.5505,,0.7250,,,,,,,,
"23 May, 2012",,,,,0.7500,,,,,,,,
"24 May, 2012",,,,,0.6125,,,,,,,,
"25 May, 2012",,,,,0.6772,,,,,,,,
"27 May, 2012",,,,,0.6140,,,,,,,,
"29 May, 2012",0.1833,1.0728,,,0.5815,,,,,,,,
"30 May, 2012",,,,,0.5906,,,,,,,,
"31 May, 2012",,,,,0.6083,,,,,,,,
"01 Jun, 2012",,,,,0.5659,,,,,,,,
"03 Jun, 2012",,,,,0.5769,,,,,,,,
"04 Jun, 2012",,,,,0.5500,,,,,,,,
"05 Jun, 2012",0.2718,1.2521,1.9642,,0.5697,,,,,,,,
"06 Jun, 2012",,,,,0.5912,,,,,,,,
"07 Jun, 2012",,,,,0.5818,,,,,,,,
"10 Jun, 2012",,,,,0.5792,,,,,,,,
"11 Jun, 2012",,,,,0.5750,,,,,,,,
"12 Jun, 2012",,1.9047,2.6993,3.8275,1.0144,,,,,,,,
"13 Jun, 2012",,,,,0.8080,,,,,,,,
"14 Jun, 2012",,,,,4.7500,,,,,,,,
"15 Jun, 2012",,,,,3.7292,,,,,,,,
"17 Jun, 2012",,,,,2.6506,,,,,,,,
"19 Jun, 2012",,2.0759,3.0524,4.2388,1.0954,,,,,,,,
"21 Jun, 2012",,,,,1.0000,,,,,,,,
"22 Jun, 2012",,,,,1.0000,,,,,,,,
"25 Jun, 2012",,,,,0.6611,,,,,,,,
"26 Jun, 2012",0.1850,0.9480,1.7318,2.4536,0.6813,,,,,,,,
"27 Jun, 2012",,,,,0.6744,,,,,,,,
"28 Jun, 2012",,,,,0.70000,,,,,,,,
"29 Jun, 2012",,,,,0.6000,,,,,,,,
"01 Jul, 2012",,,,,0.6807,,,,,,,,
"02 Jul, 2012",,,,,0.7500,,,,,,,,
"03 Jul, 2012",0.0604,0.6862,1.4222,2.5754,0.6507,,,,,,,,
"04 Jul, 2012",,,,,0.5286,,,,,,,,
"05 Jul, 2012",,,,,0.5000,,,,,,,,
"06 Jul, 2012",,,,,0.6190,,,,,,,,
"08 Jul, 2012",,,,,0.6000,,,,,,,,
"10 Jul, 2012",,0.2746,1.1766,2.2073,,,,,,,,,
"12 Jul, 2012",,,,,0.5000,,,,,,,,
"15 Jul, 2012",,,,,0.5586,,,,,,,,
"17 Jul, 2012",,0.3987,,,,,,,,,,,
"20 Jul, 2012",,,,,0.5000,,,,,,,,
"22 Jul, 2012",,,,,0.5000,,,,,,,,
"24 Jul, 2012",0.0755,0.2568,,,,,,,,,,,
"25 Jul, 2012",,,,,0.4333,,,,,,,,
"26 Jul, 2012",,,,,0.5041,,,,,,,,
"27 Jul, 2012",,,,,0.5000,,,,,,,,
"29 Jul, 2012",,,,,0.4818,,,,,,,,
"31 Jul, 2012",0.0091,0.1000,,,,,,,,,,,
"01 Aug, 2012",,,,,0.5000,,,,,,,,
"05 Aug, 2012",,,,,0.4294,,,,,,,,
"06 Aug, 2012",,,,,0.7214,,,,,,,,
"07 Aug, 2012",,0.1003,,,0.4000,,,,,,,,
"08 Aug, 2012",,,,,0.4000,,,,,,,,
"12 Aug, 2012",,,,,0.5000,,,,,,,,
"13 Aug, 2012",,,,,0.3500,,,,,,,,
"14 Aug, 2012",,0.1244,,,0.3500,,,,,,,,
"15 Aug, 2012",,,,,0.3500,,,,,,,,
"16 Aug, 2012",,,,,0.3500,,,,,,,,
"19 Aug, 2012",,,,,0.3500,,,,,,,,
"21 Aug, 2012",0.0823,0.1415,0.8567,,0.4583,,,,,,,,
"22 Aug, 2012",,,,,0.4250,,,,,,,,
"23 Aug, 2012",,,,,0.3681,,,,,,,,
"24 Aug, 2012",,,,,0.3763,,,,,,,,
"27 Aug, 2012",,,,,0.3500,,,,,,,,
"28 Aug, 2012",0.0636,0.1335,,,0.3500,,,,,,,,
"29 Aug, 2012",,,,,0.3500,,,,,,,,
"30 Aug, 2012",,,,,0.3240,,,,,,,,
"31 Aug, 2012",,,,,0.3638,,,,,,,,
"02 Sep, 2012",,,,,0.3288,,,,,,,,
"03 Sep, 2012",,,,,0.3000,,,,,,,,
"04 Sep, 2012",,0.1460,,1.1630,0.3035,,,,,,,,
"05 Sep, 2012",,,,,0.3000,,,,,,,,
"06 Sep, 2012",,,,,0.3000,,,,,,,,
"07 Sep, 2012",,,,,0.3000,,,,,,,,
"09 Sep, 2012",,,,,0.3000,,,,,,,,
"10 Sep, 2012",,,,,0.3000,,,,,,,,
"11 Sep, 2012",,0.1592,0.5837,,0.3474,,,,,,,,
"12 Sep, 2012",,,,,0.4500,,,,,,,,
"13 Sep, 2012",,,,,0.3000,,,,,,,,
"14 Sep, 2012",,,,,0.3000,,,,,,,,
"16 Sep, 2012",,,,,0.3000,,,,,,,,
"17 Sep, 2012",,,,,0.3000,,,,,,,,
"18 Sep, 2012",0.0861,0.1903,0.5360,0.9050,,,,,,,,,
"19 Sep, 2012",,,,,0.3000,,,,,,,,
"20 Sep, 2012",,,,,0.3000,,,,,,,,
"21 Sep, 2012",,,,,0.3000,,,,,,,,
"23 Sep, 2012",,,,,0.3000,,,,,,,,
"24 Sep, 2012",,,,,0.3000,,,,,,,,
"25 Sep, 2012",0.1278,0.3422,0.4928,0.9209,0.3000,,,,,,,,
"26 Sep, 2012",,,,,0.3080,,,,,,,,
"27 Sep, 2012",,,,,0.3148,,,,,,,,
"28 Sep, 2012",,,,,0.3000,,,,,,,,
"30 Sep, 2012",,,,,0.3118,,,,,,,,
"01 Oct, 2012",,,,,0.3115,,,,,,,,
"02 Oct, 2012",,0.3492,0.5623,0.9825,0.3100,,,,,,,,
"03 Oct, 2012",,,,,0.3102,,,,,,,,
"04 Oct, 2012",,,,,0.3214,,,,,,,,
"05 Oct, 2012",,,,,0.3564,,,,,,,,
"07 Oct, 2012",,,,,0.3201,,,,,,,,
"08 Oct, 2012",,,,,0.3526,,,,,,,,
"09 Oct, 2012",,0.4260,,,0.3167,,,,,,,,
"10 Oct, 2012",,,,,0.3436,,,,,,,,
"11 Oct, 2012",,,,,0.3750,,,,,,,,
"12 Oct, 2012",,,,,0.3435,,,,,,,,
"14 Oct, 2012",,,,,0.3357,,,,,,,,
"15 Oct, 2012",,,,,0.3580,,,,,,,,
"17 Oct, 2012",,,,,0.3487,,,,,,,,
"18 Oct, 2012",,,,,0.3833,,,,,,,,
"19 Oct, 2012",,,,,0.4070,,,,,,,,
"20 Oct, 2012",,,1.0146,,,,,,,,,,
"28 Oct, 2012",0.1010,,,,,,,,,,,,
"30 Oct, 2012",,0.7556,,2.4817,0.4093,,,,,,,,
"31 Oct, 2012",,,,,0.4684,,,,,,,,
"01 Nov, 2012",,,,,0.4267,,,,,,,,
"02 Nov, 2012",,,,,0.4512,,,,,,,,
"04 Nov, 2012",,,,,0.4746,,,,,,,,
"05 Nov, 2012",,,,,0.4722,,,,,,,,
"06 Nov, 2012",,0.7522,,2.2320,0.4806,,,,,,,,
"07 Nov, 2012",,,,,0.4176,,,,,,,,
"08 Nov, 2012",,,,,0.4289,,,,,,,,
"09 Nov, 2012",,,,,0.3911,,,,,,,,
"11 Nov, 2012",,,,,0.5086,,,,,,,,
